CityId,Name
434,Moshenskoye
435,Nikel’
436,Monastyrishche
437,Lenghu
438,Sindangsari
439,Lisui
440,Tomakivka
441,Saint-Herblain
442,Salt Lake City
443,Xiaopu
444,Vyzhnytsya
445,Chotcza
446,Xinjian
447,Dalaba
448,Cantoria
449,Lixi
450,Tariji
451,Sintung Timur
452,Zheleznodorozhnyy
453,Bystryanka
454,Sirghāyā
455,Vakhtan
456,Houping
457,Qionghu
458,Kota Kinabalu
459,Mégara
460,Ilovlya
461,Dongobesh
462,Sumberdadi
463,Quimbaya
464,Ţāmiyah
465,Ambato
466,Changzhi
467,Gongli
468,Suna
469,Balaklava
470,Guanli
471,Nybro
472,Banisilan
473,Parang
474,Cunliji
475,Boroon
476,Metz
477,Itu
478,Kisarazu
479,Tarqūmyā
480,Houjiachuan
481,Sumanding
482,Kiruna
483,Hisor
484,Daveluyville
485,Banjar Batuaji Kaja
486,Legok
487,Dashkawka
488,Tānk
489,Södertälje
490,Stockholm
491,Surin
492,Lisui
493,Huangtan
494,Fahraj
495,Mendefera
496,Wabana
497,New York City
498,Toulon
499,Curepipe
500,Jerez
